season,last_name,first_name,average_minutes,usage,games_played,points_per30,true_shooting_proportion,free_throw_rate,three_point_rate,assists_per30,turnovers_per30,offensive_rebounds_per30,defensive_rebounds_per30,steals_per30,blocks_per30,fouls_per30,pounds_per_inch,height_inches
2001,Orlov,Denis,4.6,11.678042037100777,10,5.217391304347826,0.5076142131979695,0.25380710659898476,0,0.6521739130434783,1.9565217391304348,2.608695652173913,6.521739130434782,0.6521739130434783,1.9565217391304348,8.478260869565217,2.616279069767442,86
2002,Taylor,Willie,32.1,23.1489780955721,31,16.026156941649898,0.5884308510638298,0.39893617021276595,0.425531914893617,1.5090543259557345,1.539235412474849,0.8148893360160966,3.4406438631790746,0.6036217303822937,0.45271629778672035,2.505030181086519,2.5974025974025974,77
2002,Jones,Domonic,34.8,24.37185809645875,32,13.895870736086176,0.5313452508443859,0.2553752368399374,0.1565203064502842,3.3393177737881508,2.881508078994614,1.104129263913824,2.9353680430879714,1.4272890484739675,0.7001795332136445,1.3464991023339317,2.4657534246575343,73
2002,Willie,Antoine,33.5,19.66995768167995,32,11.155638397017707,0.5254978400590032,0.2792118849436308,0.4188178274154462,2.4324324324324325,2.264678471575023,0.4193849021435228,2.6001863932898415,1.2581547064305685,0,1.9291705498602052,2.5,74
2002,Likcholitov,L.F.,28.1,19.000929021734883,32,11.191536748329622,0.5448926480156149,0.520494469746259,0,0.9354120267260579,2.1714922048997773,2.739420935412027,5.478841870824054,0.33407572383073497,2.6391982182628064,2.906458797327394,3.0120481927710845,83
2002,Mathis,Emanuel,15.6,18.48064634857247,20,9.163987138263666,0.4592034029389018,0.251353441608662,0.5123743232791956,0.9646302250803858,2.122186495176849,0.28938906752411575,2.315112540192926,0.9646302250803858,0.09646302250803858,3.569131832797428,2.533333333333333,75
2002,Graham,Josh,14.9,23.78943450445349,31,16.007905138339922,0.7726648351648352,0.2174908424908425,0.5265567765567766,5.217391304347826,5.217391304347826,4.980237154150198,11.027667984189723,1.6600790513833992,1.1857707509881423,9.486166007905139,3.116883116883117,77
2002,Nesterov,Konstantin,15.1,14.525056018602779,32,7.406639004149378,0.5322003577817531,0.17889087656529518,0.4472271914132379,1.2448132780082988,2.5518672199170127,2.7385892116182573,4.2946058091286305,0.6846473029045643,1.3070539419087137,4.79253112033195,2.8125,80
2002,Clark,Josh,13.5,15.848860426022483,31,7.357142857142857,0.4712664714494875,0.33857979502196195,0.009150805270863836,0.7142857142857142,2.5714285714285716,3.2857142857142856,5.785714285714286,1.142857142857143,1.142857142857143,5.7142857142857135,2.6582278481012658,79
2002,Reid,Derrick,11,13.912182998112945,24,6.4772727272727275,0.46599084368868543,0.2289077828646174,0.1798561151079137,0.5681818181818182,2.159090909090909,3.0681818181818183,4.090909090909091,0.4545454545454546,0.4545454545454546,3.409090909090909,2.6875,80
2002,Adams,Mark,6.3,12.40453880582438,26,5.853658536585366,0.5263157894736842,0.32894736842105265,0.493421052631579,2.0121951219512195,2.5609756097560976,0.7317073170731707,2.195121951219512,1.097560975609756,0.18292682926829268,2.0121951219512195,2.3972602739726026,73
